date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,views,comments,likes,dislikes,shares,watch_time_minutes,average_view_duration_seconds,average_view_duration_percentage,annotation_impressions,annotation_clickable_impressions,annotation_clicks,annotation_click_through_rate,annotation_closable_impressions,annotation_closes,annotation_close_rate,card_teaser_impressions,card_teaser_clicks,card_teaser_click_rate,card_impressions,card_clicks,card_click_rate,subscribers_gained,subscribers_lost,videos_added_to_playlists,videos_removed_from_playlists,red_views,red_watch_time_minutes
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,GA,6647,154,58,877,157,7802.011887668079,1309.0779276692197,0.060553,684,46,245,0.1731535541817283,152,227,0.4092222755458709,633,3,0.9168196821638775,581,473,0.9551145779656068,742,470,263,366,599,3383.7436075739124
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,9822,478,410,787,154,935.328415341602,307.97782309433353,0.003573,507,323,224,0.16982038981602332,361,225,0.7892850723483026,399,204,0.5506799209433159,543,15,0.6645294890746463,54,75,16,333,504,60.37455357971622
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,TV,3873,393,603,287,477,445.0387701088643,964.5946754829448,0.553665,187,251,6,0.10427869223600783,366,62,0.8555125348685787,718,326,0.6215195824167836,469,303,0.8269239631626983,36,272,365,215,887,7508.429632920111
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,2528,190,494,545,47,2709.057117851288,1236.616569836711,0.39247,482,211,219,0.7649464069338193,359,142,0.03517041608038718,193,67,0.29256573058499413,756,34,0.8473237496121127,603,279,274,133,940,9420.580853212936
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,LR,6475,39,664,808,278,873.0046910159406,1437.9630496330599,0.241422,535,240,208,0.012668894621016613,414,193,0.25444692468418906,473,426,0.6442706360535937,418,432,0.20151417012055906,148,237,567,132,49,7549.119762405125
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,7600,358,840,230,374,8811.355053620082,2092.825174460386,0.294219,150,448,76,0.3691905652779839,39,210,0.6229097795172401,122,413,0.16920489064309774,598,357,0.023755085087687533,387,495,993,331,876,5900.545776018341
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,4656,299,185,294,51,303.5342102283933,1631.3076328356954,0.568158,618,270,178,0.7710958335235323,197,28,0.6952370645199131,601,86,0.3712181747501275,270,307,0.23684477647243185,630,9,528,175,174,1981.9231010524406
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,8688,0,235,484,207,8184.60361407958,826.6037003240334,0.822154,592,84,35,0.5665597000112615,466,113,0.5491080066395968,304,72,0.32497579269030974,730,214,0.7176706602242997,277,133,465,273,50,5713.453504212056
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,1770,68,479,997,203,9254.022915737798,1242.0255357632643,0.481397,806,135,205,0.7872982096400981,57,150,0.5887209011086111,933,165,0.35199653589980495,68,379,0.27237427597516184,952,61,815,132,288,6248.6032343585985
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,RS,159,333,662,768,390,6976.5956270095585,2225.6324917482966,0.736637,664,203,204,0.5714081061504112,379,181,0.26689082965615885,392,369,0.3830033238036208,231,214,0.9078232307046628,1000,223,824,177,955,4630.225677741349
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,SL,8695,301,304,372,124,4918.869782544977,2943.074856642594,0.190427,106,361,7,0.92741224345956,349,53,0.9334251970288757,81,378,0.85688061092508,179,140,0.7174375497353946,378,481,441,95,894,6354.285182742045
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,7816,459,389,577,227,9064.235911133284,1113.7531678867463,0.559779,195,487,62,0.8897093844504762,211,172,0.2883276082221783,949,476,0.8875382366275786,481,328,0.6538639691571634,197,192,356,242,137,7070.538955611264
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,5657,373,19,888,359,7008.736937945084,2383.301143338677,0.286467,425,106,25,0.045727359553636604,18,4,0.20444596879403043,58,212,0.7656402748564534,36,226,0.02349047902439949,341,168,496,152,908,3600.5033869746426
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,US,8512,198,203,953,188,723.7868930108004,377.97644808453947,0.848749,664,32,26,0.4105719981014895,465,55,0.4447981663589886,656,26,0.2650844553215712,385,30,0.7186981968703461,197,363,816,17,291,4520.2744229622085
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,JP,3416,41,810,659,373,1140.0566222029574,2654.2263170242004,0.598742,546,127,120,0.918961230661007,154,218,0.7791284748989593,707,385,0.6519964744884137,393,330,0.5250614902003865,822,383,156,320,137,3985.136242885461
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,PE,3171,336,380,418,489,1561.1865256338942,509.26170941216975,0.460746,142,49,235,0.7948722171913472,480,90,0.7665784431613624,154,234,0.966279448318045,661,333,0.19199273323464927,247,55,536,249,667,9232.514636479196
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,NL,6141,31,463,832,360,9686.184256920968,1206.264817294564,0.189022,424,377,41,0.29925582535961004,216,65,0.11153529794016992,768,416,0.39732426275921806,607,189,0.6384589100119563,133,211,375,142,914,2601.3715704884175
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,US,4957,468,918,945,478,1411.2120277286044,1312.5660759459797,0.664326,497,196,108,0.9714882512666818,33,233,0.7121093922506726,877,44,0.5222790923069793,15,302,0.5708916560910994,628,60,678,362,535,81.07732389078804
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,RS,4873,471,814,484,107,9812.195374202272,1391.0298793411143,0.582322,588,308,6,0.24170234442826433,281,30,0.5434775819993614,253,140,0.8105376955003198,498,224,0.7342726987230251,131,448,329,397,423,1911.6417574939726
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,7740,459,340,739,172,8113.976176651991,263.8071916753095,0.777348,311,429,122,0.016459770180945688,458,133,0.63266091946409,680,455,0.5646073595671217,745,493,0.16021291234345214,700,498,457,356,521,2131.2633040947626
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,8656,33,804,522,142,7846.989084432722,212.49625632692738,0.592131,93,373,136,0.3977220422071174,267,64,0.14579565516948534,382,498,0.8927436449025369,828,4,0.18249801523010611,609,407,219,328,572,3889.0492654121454
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,SN,5285,299,921,480,446,242.97067223248092,2106.08734265338,0.934,141,126,142,0.07098744558020509,59,163,0.959877391302473,612,329,0.21489873008000016,595,290,0.8657868307001066,521,194,654,289,962,9104.456365566573
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,5064,35,634,404,459,5705.985912310175,1561.568964821092,0.387439,765,330,70,0.4467909382149755,384,48,0.05244603035904316,69,168,0.7546033363947064,295,117,0.6551178318068047,250,10,243,487,382,3.4731661075748654
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,6647,383,407,312,239,4355.155420980176,1633.7397932710526,0.671564,194,228,48,0.9058320274706216,493,137,0.9979861261836875,695,49,0.04258981789081406,610,162,0.600802183412785,906,383,896,320,379,6959.7479582023125
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,3071,339,900,974,362,1362.5290642480325,1235.9787046053834,0.332605,770,205,144,0.47391705940053397,378,29,0.73307436621557,803,179,0.994916080314135,103,136,0.5894532724891068,504,477,702,258,181,291.79196721342726
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,2315,277,725,721,359,2431.030169913987,1358.371302756851,0.073713,153,444,136,0.5681094712874987,237,54,0.3639459098015245,414,324,0.15152757625568236,698,455,0.5999730955559962,126,459,123,306,780,4686.887117445002
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,6510,0,954,948,338,3187.880900797895,1087.7292429288898,0.448183,772,77,167,0.358703429143296,338,238,0.8283075378842258,323,397,0.4239826976681541,104,276,0.931685072908355,41,114,265,426,666,8265.961268240451
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,US,1270,313,662,55,42,2225.0049326385056,1421.3108166877178,0.656929,331,424,126,0.369725147029516,484,122,0.23190239828455406,59,499,0.12908071613069483,241,339,0.15044108487749908,44,448,565,65,663,2470.0491116835465
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,SL,4001,153,536,345,468,4643.521330718112,1693.6590098898173,0.421018,222,410,4,0.07441634043797485,399,167,0.6038422407279841,722,389,0.02284414642785304,319,333,0.1130438368774781,593,446,16,76,253,7163.418918981004
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,TV,6592,475,520,585,4,4991.543424869539,268.9373309458989,0.656958,602,118,57,0.2810140674750684,239,144,0.09786371891063905,541,490,0.5365734407641591,508,126,0.8011292723683442,556,140,362,300,100,1636.9978393447582
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,5719,424,788,941,452,5903.746860893026,2717.453928099691,0.965568,688,395,129,0.5213009437601311,220,124,0.44038240027471764,614,445,0.8246161937682119,523,148,0.29083358753205246,698,190,51,355,304,8416.94235229268
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,PY,6014,4,743,107,158,1286.4474696287275,2398.1955548673122,0.895993,319,490,70,0.11460600807740873,320,155,0.8264996910991079,232,392,0.052931448761630806,36,267,0.5184365134603727,321,333,840,189,340,1371.2506970914462
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,US,7773,154,310,942,379,8105.66122877125,215.53776444739182,0.429664,749,426,169,0.533329910654731,360,8,0.2759769689545666,218,370,0.07823140420245689,205,307,0.9191426568875463,428,136,283,94,456,719.4348911199133
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,8190,57,639,888,0,9687.0797371103,2740.204974836097,0.766743,167,454,169,0.29183775382463417,456,176,0.31341849751238415,509,296,0.7773413091967083,523,301,0.25429762477260964,1000,293,872,303,121,6926.389164821866
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,KZ,8347,316,656,546,312,8977.260684087227,2849.4508110769984,0.737246,463,354,213,0.010432726401207293,195,44,0.5684082118941125,628,280,0.16528029562406665,655,164,0.7917814058309837,13,128,270,72,453,3214.8356570001424
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,8758,264,937,600,30,2347.7451524417447,11.832899202547598,0.507675,141,247,157,0.24280470508068241,187,139,0.1436633236083159,974,191,0.15230648146196102,155,415,0.9141544822281643,999,113,476,85,845,2901.255064390911
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,KP,4654,467,419,969,357,6546.7894302146815,539.5849012501608,0.052427,512,59,207,0.8366313302512673,478,52,0.6567368972259856,566,334,0.8147912125911718,153,257,0.4759207104990021,818,149,853,153,118,819.2049821684633
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,3479,373,625,970,325,4643.850237852653,251.97609700801783,0.468835,578,358,10,0.6521923828469649,290,192,0.04307883371250454,991,277,0.8938298199881387,961,190,0.22474098031086442,321,47,914,87,626,5119.308312074911
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,5514,154,694,939,419,9830.397372941865,1637.4736724366428,0.279055,869,191,38,0.9339097960108305,404,46,0.7555266255834254,491,309,0.7637254204528008,190,159,0.3733411085975077,470,402,602,476,923,5928.166551113009
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,7074,234,994,578,79,7276.4153638787175,304.6672349521122,0.494793,344,330,114,0.18967652543405245,345,173,0.3785957860605603,381,150,0.5727612058578551,860,489,0.5133610650188204,525,33,743,332,839,516.9054340924329
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,1213,142,911,762,189,7603.126672620411,198.44099299072204,0.822087,845,169,11,0.22923227991798822,304,4,0.0609087866209187,933,120,0.8529119802755176,7,449,0.7355366106159658,408,358,226,485,983,6438.18009223893
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,LI,518,15,135,836,334,2675.3461572517413,860.4927591128293,0.3345,181,493,4,0.07891046337437302,179,187,0.31181967527777543,132,28,0.7049591768966933,678,14,0.9386228701762045,929,41,268,297,143,6195.1624206723345
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,SM,8712,164,145,709,302,4775.967689202418,2487.674433556403,0.158952,420,415,18,0.3351708250792236,131,113,0.22368365699627424,199,163,0.020094866226433528,811,35,0.731270379322282,102,415,158,217,81,7802.418770049448
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,RS,3839,211,487,193,420,394.8191035951132,2688.6280363206765,0.697563,55,224,217,0.5737983680312979,44,189,0.33905574629578206,967,272,0.10490788932752992,904,237,0.22919044906619235,905,445,943,265,599,8033.9685832922405
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,US,1269,33,800,189,432,4123.640532988404,2504.4256141971664,0.491528,924,108,201,0.8054032863467676,348,116,0.9474819089348029,539,268,0.8055844767841107,172,440,0.34119555827149206,722,265,402,253,612,9669.224567759562
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,KM,8900,417,272,766,45,2701.8871520310818,239.8138177398489,0.633301,197,461,149,0.8818445250707253,442,221,0.44364798374736136,841,455,0.3570004216635102,472,259,0.28406566396348254,674,357,338,235,995,7423.789478494182
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,1384,58,652,665,129,3794.569453442488,2596.6826325822017,0.071356,760,286,139,0.5402258628955368,340,72,0.8054269929457214,594,40,0.8296401281895657,519,417,0.5188945765707793,810,13,998,497,642,8736.743060501158
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,GY,1431,151,422,73,261,1836.189524030132,505.1605130176148,0.35602,254,132,236,0.868786900604513,457,203,0.23967803111553,807,185,0.00845617954532829,803,486,0.09781213018004431,673,110,942,324,454,127.16008556282854
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,8338,299,937,267,110,7111.853768709739,603.0312276602898,0.134561,557,294,122,0.7115106489449822,52,141,0.9050124627422478,124,303,0.12318292998886171,470,307,0.8941029841511446,855,189,60,71,81,7263.633803292086
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,86,333,752,284,292,7211.2691478026445,2235.872821497354,0.99052,712,325,75,0.739677675172131,414,142,0.8537751081556598,64,480,0.5838761386667237,754,238,0.9178668443107506,862,366,329,482,380,9357.081391403657
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,KG,3742,306,746,415,254,911.2568446464586,879.456898042498,0.081818,630,352,60,0.7572663424594174,321,222,0.976841388816809,741,411,0.029584839551763165,896,14,0.26057671763385526,820,412,226,227,393,7147.597568590591
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,SL,4490,98,385,718,416,4646.607983693959,902.2474162151268,0.26908,115,495,31,0.329961267491224,123,17,0.05232362188997308,828,173,0.08592092764120818,335,402,0.9405356059562782,988,334,726,256,506,2377.583533012423
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,MU,3807,205,245,394,356,3503.0027828678367,762.0585603263361,0.298267,96,398,39,0.04454672370803048,109,4,0.3660658252667003,34,330,0.9160826838338813,98,90,0.9244484741310489,511,226,26,120,394,9773.015965825023
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,HU,5476,468,978,375,199,5345.3120902077135,2117.5281431217504,0.672362,45,306,44,0.5725823092569429,248,169,0.7741869126251817,399,255,0.034023864877105736,677,55,0.5048885485361262,672,480,349,379,567,2984.911019073787
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,2590,435,991,852,409,5022.233738332825,2079.734068038405,0.066268,717,316,52,0.7271880773751614,421,245,0.16612393881749088,586,67,0.18042569442229617,417,330,0.2129631283115766,685,494,752,154,853,3445.7967224512076
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,AU,3540,456,103,298,103,4391.531511565298,936.7777906498884,0.359185,556,99,112,0.22077239769698132,228,17,0.47202489642833634,909,322,0.04184730395532699,347,347,0.92305231201864,277,16,233,186,67,5322.957839727497
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,LV,8527,68,318,461,413,9303.856234526309,941.625060538288,0.265843,927,255,53,0.017497551009860723,0,112,0.1440564239735943,21,248,0.46095500305625614,874,297,0.8618074983163234,626,11,80,186,327,3771.2592239320406
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,CH,6010,500,887,141,114,9656.869075173236,2762.861515797905,0.604793,672,295,213,0.06529479633168567,451,24,0.9285002010897077,838,453,0.9981267138998053,523,231,0.8043399515203632,496,256,947,93,392,3538.6491496710637
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,US,5583,317,196,118,284,4021.128145344237,1581.6286935313997,0.028626,198,5,65,0.31079592454937954,42,191,0.9127743570829586,12,55,0.23110709759215387,166,189,0.14120232292511703,249,60,66,171,335,7507.055087777191
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,BR,2532,8,596,722,311,6303.129918496362,2965.144097657534,0.628977,16,149,8,0.7075090506743186,132,47,0.2815124518030413,90,362,0.21117606872525874,429,98,0.3444595889079335,960,356,800,316,31,3519.9624654744675
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,SM,6614,491,733,274,250,3130.371515446265,496.95739383353566,0.298917,52,304,168,0.2424203694168956,275,150,0.10533187906648511,0,305,0.6753903593668633,982,312,0.20635512441757908,32,44,880,250,274,9616.594740521754
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,1719,483,850,352,118,612.3625277841471,220.49453388719832,0.115603,921,458,154,0.6283896120182791,54,187,0.8581432030546883,399,326,0.20632649217998977,980,245,0.5373978369643986,715,493,529,162,308,4425.445442697213
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,RO,5232,111,460,213,260,3303.0249705809333,2191.8459627798943,0.180508,273,259,55,0.748115615771859,146,232,0.2545105892218915,760,94,0.5072766525174415,411,196,0.7114209662221541,302,282,462,235,315,714.8981121978127
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,7652,48,973,926,418,5292.578527292306,2605.3706875353428,0.42858,98,311,50,0.5149409820450382,144,89,0.4309496683397751,395,370,0.23245513089561975,978,159,0.04791950462447736,891,75,228,104,25,1709.7542237277141
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,5720,490,383,194,124,1820.7344007791448,2354.3765413450947,0.087979,211,14,128,0.4331059693867383,456,51,0.36235919589018806,558,424,0.31574865724221957,535,241,0.6671982127832895,942,1,668,256,834,2860.8622908376833
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,8548,217,789,76,16,7283.327623228339,1641.3517205510734,0.338767,720,283,164,0.027330393223801153,416,88,0.17776629095432828,608,275,0.8136244532989615,73,36,0.9423454310736185,582,416,590,288,17,6358.363661373728
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,US,3298,333,552,881,145,9600.23236584452,2642.1386960285304,0.908296,770,308,105,0.1324215871332446,88,234,0.7477389037465823,688,13,0.9377084653702136,26,403,0.8386225074122917,66,450,955,362,120,4990.943385861073
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,6574,477,970,957,306,3168.571740809516,2281.532821544418,0.831716,535,156,190,0.3620596968391079,428,110,0.7632441849956075,770,319,0.17558126608050972,327,46,0.17915547562636003,157,3,175,123,392,8535.26193765773
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,PL,9577,267,874,115,93,4211.379159000394,1630.785048123104,0.584955,414,276,209,0.7673201447993323,402,201,0.40384047925066635,964,102,0.509826463725374,912,70,0.18854729816376914,776,267,434,137,173,6063.035958133108
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,6516,329,625,260,36,4044.3429675989582,1207.8262338713255,0.163227,468,460,145,0.5444518487971818,318,50,0.20502534520403892,257,14,0.7677543227918877,325,301,0.8281527058130767,423,40,0,122,815,2580.442345936592
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,197,243,461,323,180,4973.443540545432,2251.7660384244195,0.795457,54,359,72,0.6167274855563494,70,223,0.06936754938054379,172,316,0.44806323088452626,575,269,0.4481582223958934,196,363,479,257,533,891.9480448946016
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,US,5219,163,139,785,208,4586.379552041851,2451.0075841647435,0.700646,726,189,18,0.9844122143810948,150,120,0.24178567627066883,766,396,0.41184040337910344,323,25,0.9525952870778462,976,174,369,427,741,6954.248563314164
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,US,5762,265,373,86,148,6907.188665404038,2674.1251554111277,0.000264,326,390,117,0.0030399962143277115,114,184,0.35822946661708466,783,141,0.060011593895103243,631,43,0.5398400057245022,287,218,338,383,179,4386.400912034834
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,IN,5699,351,561,70,412,1116.248382633065,1807.227015702335,0.659597,364,59,118,0.12248983076058584,396,250,0.035259467994903426,685,247,0.5483313888335791,410,261,0.6604064991544468,346,421,780,404,599,6649.789043127855
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,MT,2349,244,166,218,40,7763.219295215633,532.8320242854913,0.04951,212,376,150,0.5817215438733805,432,135,0.6544964272142616,555,39,0.5499284024589727,63,210,0.29406131940184477,530,415,930,117,454,4303.211400304759
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,DE,6786,427,284,19,73,7898.163180820364,2155.969112733789,0.442581,482,47,175,0.07330674667513448,189,136,0.6580056184359009,874,163,0.07392965232638948,33,358,0.13398229428056596,19,154,14,307,680,8944.378785572542
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,7934,452,793,181,313,7599.067941050635,1181.2310618760791,0.036508,749,283,23,0.18454967099825714,195,117,0.3538098885022306,187,313,0.08482270401675973,573,0,0.4306309348714231,323,252,353,318,282,5175.0914172972825
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,3518,89,349,922,455,5580.363559284653,935.5992221033567,0.169072,715,22,106,0.709290323738679,155,241,0.09432829657170383,409,312,0.18924508205329837,491,459,0.8149897552132012,14,348,298,334,256,9119.880123984682
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,DZ,3357,154,156,603,413,4700.807475098299,2798.0396503292495,0.650811,921,337,70,0.5529448732760315,260,1,0.004068360270400362,83,409,0.8988303556545038,192,11,0.7376336766534117,809,198,901,117,997,7145.737581618982
