date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,province_code,views,watch_time_minutes,average_view_duration_seconds,average_view_duration_percentage,annotation_click_through_rate,annotation_close_rate,annotation_impressions,annotation_clickable_impressions,annotation_closable_impressions,annotation_clicks,annotation_closes,card_click_rate,card_teaser_click_rate,card_impressions,card_teaser_impressions,card_clicks,card_teaser_clicks,red_views,red_watch_time_minutes
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,US,US-TX,3182,183.909787,234.166187,0.837811,0.930567,0.130622,427,713,813,250,132,0.637836,0.924858,489,525,270,119,576,295.679753
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,US-OR,9417,175.648939,592.123447,0.451649,0.750189,0.479982,196,207,685,331,171,0.826393,0.591765,829,933,173,983,991,560.952158
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-UT,77,174.675617,121.564519,0.512921,0.100276,0.359234,891,256,594,303,707,0.189689,0.498891,322,417,769,344,966,299.212478
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,US-NJ,9545,677.441873,254.482685,0.756485,0.667811,0.399657,257,375,58,703,615,0.209018,0.147445,601,670,247,491,453,52.900144
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,US-OR,1306,519.189457,812.108609,0.962487,0.596083,0.987134,706,371,580,916,749,0.94047,0.404368,756,421,210,550,887,718.004522
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,US,US-SD,6958,625.169127,833.139218,0.555236,0.028392,0.461134,49,624,202,485,893,0.791461,0.880766,30,322,583,542,555,667.474109
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,US-DC,5622,382.873775,304.775338,0.299289,0.617724,0.210167,169,301,254,413,810,0.056577,0.215211,918,797,123,630,394,649.929159
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-PW,3733,805.964375,281.082995,0.175492,0.207663,0.571489,674,164,847,97,114,0.733504,0.158032,639,480,93,171,498,8.064144
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,US-SD,473,71.714634,86.502157,0.920074,0.187662,0.495057,366,562,620,786,740,0.645196,0.736045,318,969,612,262,348,163.59483
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-NC,7284,101.752787,976.709163,0.027811,0.984839,0.224088,228,711,956,537,801,0.957106,0.416921,388,905,579,286,309,186.463074
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,US-AL,8445,910.583367,436.436779,0.576668,0.283561,0.829434,997,861,507,314,531,0.779982,0.300681,487,405,945,473,547,731.094814
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,US,US-MN,9401,106.277092,837.442756,0.970354,0.343002,0.246233,856,591,638,853,133,0.368531,0.019187,782,323,988,434,220,643.733275
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-MT,729,912.628347,436.077462,0.589019,0.607566,0.4294,115,209,167,726,374,0.568777,0.965722,324,822,568,308,649,428.834139
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,US-AK,929,840.238962,657.048346,0.131595,0.452088,0.07679,55,314,973,690,22,0.110386,0.631977,999,449,559,683,377,435.269946
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,US-NY,9212,137.524049,288.168911,0.260052,0.636186,0.228508,737,752,194,842,542,0.204954,0.998595,405,450,54,858,596,893.009968
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,US-HI,9526,36.152705,433.488874,0.261902,0.500413,0.90177,818,945,586,532,844,0.543932,0.186571,792,796,829,281,565,109.649953
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,US-MS,63,995.203173,800.682243,0.245104,0.819578,0.651004,380,140,819,900,490,0.420702,0.805889,658,728,588,843,123,377.91922
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-GA,2503,390.754323,737.660796,0.690585,0.455858,0.416331,558,196,998,209,392,0.414131,0.243409,485,884,42,11,866,468.140787
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-MH,2628,186.045526,759.272806,0.376632,0.648568,0.049501,666,945,717,789,2,0.033351,0.581843,891,428,0,534,100,631.883588
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,US-NH,4151,818.319646,851.576389,0.188231,0.995316,0.629559,815,77,372,857,203,0.458927,0.535045,869,201,548,888,172,716.245278
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,US-NJ,7219,16.456493,760.902762,0.591739,0.416997,0.090773,516,26,201,379,854,0.161768,0.925846,334,53,746,683,98,994.011477
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,US,US-PW,4623,217.196124,915.801232,0.288008,0.691176,0.636865,188,343,690,483,574,0.45024,0.792033,616,798,284,470,91,788.521819
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-NE,3950,378.25453,191.726556,0.785867,0.048987,0.187045,424,334,464,346,774,0.335308,0.164494,869,923,678,628,276,475.246005
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,US-WA,9998,242.564566,754.053778,0.914628,0.364429,0.749425,413,170,181,95,164,0.372172,0.59941,472,496,979,18,933,294.245402
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,US,US-NM,9983,867.870183,39.037932,0.460337,0.733152,0.219102,569,280,114,74,64,0.257162,0.81419,876,299,598,68,216,959.566265
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-GU,9606,775.923142,419.775407,0.736098,0.689124,0.14219,112,27,876,614,716,0.586478,0.44874,821,940,814,506,580,697.125819
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,US-TN,8467,147.634982,716.06784,0.020349,0.046353,0.643259,420,337,802,506,581,0.952053,0.890392,951,318,89,632,183,960.756706
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,US-AS,9193,88.582656,767.338237,0.924361,0.943421,0.528692,277,985,166,238,142,0.953065,0.570762,208,473,640,769,715,784.836982
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-HI,2508,741.039361,227.231913,0.883029,0.609926,0.531956,51,754,963,114,718,0.788831,0.26103,836,164,11,359,12,111.822398
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,US-MS,2622,569.686224,584.066808,0.446962,0.3992,0.795415,830,252,420,331,673,0.20794,0.847443,454,310,480,182,367,377.864862
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-DC,4347,831.32044,282.669003,0.5122,0.448779,0.327069,496,327,381,222,181,0.195655,0.257812,614,625,907,807,73,811.455305
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,US,US-RI,6312,440.576507,84.231017,0.67297,0.455007,0.428024,684,356,120,588,932,0.011528,0.19294,796,206,698,752,572,189.586559
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,US-ID,9491,77.260962,644.951347,0.947462,0.292607,0.775471,982,207,426,190,286,0.241185,0.035104,758,210,722,436,941,360.657517
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,US,US-WY,5484,208.864329,864.491153,0.538784,0.692028,0.604802,753,183,556,963,409,0.770173,0.095798,253,405,73,157,199,88.872046
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,US-IN,64,665.800607,643.027827,0.964929,0.115384,0.734742,641,419,557,271,220,0.226005,0.009872,446,850,334,261,605,857.155832
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,US-NM,4702,41.144311,307.305815,0.422684,0.034092,0.355651,805,540,706,482,931,0.048173,0.827966,398,67,523,709,874,280.019104
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,US-WA,6891,749.829723,422.566793,0.966253,0.027967,0.193844,706,564,871,994,935,0.051678,0.48679,724,80,422,714,140,474.529322
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,US-ID,2897,964.333277,464.763341,0.801872,0.103127,0.246157,834,292,7,431,146,0.928441,0.411187,877,334,466,597,23,799.408259
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-AR,3191,586.404498,307.317873,0.960209,0.035564,0.419684,926,542,886,330,693,0.561639,0.840111,291,241,792,976,903,33.718138
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,US-OR,5668,12.277384,173.92539,0.344761,0.602964,0.310672,467,672,847,120,158,0.800437,0.204802,340,212,949,66,228,229.941651
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-CT,459,639.977453,276.696938,0.011144,0.342358,0.443717,7,310,629,163,459,0.819273,0.296549,630,347,606,937,88,629.077254
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,US-RI,2286,700.132666,622.547741,0.418012,0.538465,0.555665,739,178,134,800,778,0.809981,0.850023,92,697,454,964,64,884.68604
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-NC,9012,722.30672,153.99728,0.510792,0.057635,0.876362,390,807,786,361,684,0.805813,0.927674,649,465,984,339,71,5.233904
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,US-WA,4148,636.456379,632.905862,0.582026,0.082095,0.789281,623,497,789,156,538,0.404857,0.891916,242,448,189,393,819,483.022918
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-NC,7647,826.970017,558.418177,0.136935,0.73386,0.030847,603,74,818,959,946,0.032419,0.231082,675,399,76,430,181,959.007277
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,US-AR,9380,579.127572,543.526259,0.124955,0.462706,0.518403,18,382,100,267,620,0.062815,0.360012,348,257,392,281,707,134.081936
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,US-NE,4863,779.476714,727.594071,0.348396,0.017191,0.285537,103,653,545,682,642,0.807424,0.615423,14,66,139,776,686,324.367394
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-MA,58,194.138323,533.37351,0.401373,0.341721,0.077528,625,505,260,147,819,0.158475,0.811212,55,828,788,278,259,284.485318
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-PW,4763,94.785759,937.94309,0.208479,0.738219,0.327728,894,396,632,94,314,0.253652,0.924037,254,933,161,599,536,321.291359
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-NJ,1891,989.1513,55.17904,0.687069,0.433086,0.970289,648,246,94,827,611,0.655973,0.690791,655,979,684,573,653,32.271064
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-DE,919,34.682228,369.333304,0.725875,0.417774,0.106354,805,318,334,532,529,0.182567,0.448547,54,491,234,712,725,657.789699
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,US,US-AS,393,790.666094,794.696246,0.187108,0.77719,0.005164,801,368,149,518,634,0.189417,0.051869,442,772,436,765,66,454.290127
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,US,US-CA,797,255.256004,278.148437,0.204387,0.446885,0.167693,399,74,387,53,526,0.501798,0.186735,521,518,970,831,504,640.451558
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-IL,4382,91.4519,33.643096,0.773197,0.013271,0.358447,423,283,869,162,747,0.875055,0.283421,790,642,715,165,477,164.789433
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,US-WI,1029,749.786278,653.688796,0.82488,0.260812,0.020632,782,54,805,335,951,0.973782,0.700619,845,501,450,451,343,257.701445
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-MA,5445,591.551597,475.138494,0.307629,0.081653,0.279098,783,898,800,33,585,0.493933,0.800802,747,185,748,297,397,778.382856
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,US-MO,4398,34.454602,711.817007,0.396563,0.801985,0.483414,713,439,210,257,567,0.319795,0.384698,822,802,596,594,324,82.068828
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,US-NV,2978,638.676043,916.461255,0.961698,0.332816,0.350515,954,640,508,360,44,0.484384,0.374086,585,955,942,423,723,461.990285
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,US-UT,1071,491.934504,273.642722,0.160848,0.674917,0.008333,290,456,885,968,730,0.471682,0.891723,846,842,937,308,556,722.250194
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,US,US-NV,7866,697.29225,229.25401,0.564374,0.728097,0.467289,396,892,903,633,292,0.902024,0.598408,310,136,873,810,597,280.587346
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,US-MO,3456,736.069277,290.310404,0.963923,0.514983,0.819587,632,667,558,498,791,0.866331,0.402974,30,743,694,763,531,418.753603
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,US,US-NM,9467,303.559311,392.825397,0.598038,0.436913,0.732773,622,925,834,594,887,0.528398,0.049849,188,770,829,72,199,898.23752
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-MP,4002,425.658333,314.958189,0.527045,0.657361,0.613576,380,924,982,120,648,0.799782,0.020975,6,181,406,660,688,202.299443
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,US-SD,4214,292.682996,534.085402,0.624024,0.313489,0.317903,598,14,512,750,572,0.824625,0.51055,961,137,436,576,720,395.576309
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,US-RI,3026,673.057728,923.666142,0.414675,0.443584,0.366513,243,5,659,666,706,0.321402,0.946432,447,529,223,184,610,328.637669
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,US-IN,2301,127.822443,101.234882,0.368783,0.467734,0.819155,121,94,452,233,531,0.921778,0.862651,878,914,298,576,56,587.851771
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,US-MO,1739,203.384215,845.676134,0.153072,0.131291,0.3721,451,649,844,430,154,0.231132,0.06813,959,17,979,678,434,126.920983
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,US,US-LA,9403,404.550989,428.969223,0.358656,0.767358,0.382983,100,93,892,741,550,0.117488,0.442395,311,389,176,747,130,981.660006
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,US,US-MO,725,222.195148,191.942495,0.55758,0.666746,0.168893,361,347,997,482,305,0.43145,0.201148,606,221,755,843,654,115.205123
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-UT,8337,918.805666,908.323506,0.720827,0.840881,0.150787,328,620,717,362,140,0.38639,0.896497,736,22,243,836,717,538.968874
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,US-FL,5891,701.270784,302.20319,0.593866,0.842676,0.721548,845,906,676,168,799,0.430701,0.69913,479,538,993,695,777,686.574394
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-AL,2911,811.750606,880.806064,0.498342,0.597279,0.92586,312,641,505,794,214,0.833994,0.620184,7,736,486,213,252,873.667289
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,US-IL,4080,905.502013,225.988566,0.522709,0.529188,0.18638,484,853,390,458,49,0.196888,0.407078,735,186,872,54,679,62.093003
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,US-WA,5889,335.37648,377.550009,0.710775,0.183657,0.43207,94,385,874,511,858,0.858993,0.6755,499,695,97,564,521,408.694364
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-MA,1750,654.758772,582.372746,0.691769,0.139609,0.256395,48,195,912,361,660,0.715029,0.125847,573,429,145,947,931,539.489943
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,US-SC,3419,701.506699,559.377543,0.440547,0.672085,0.026654,182,925,464,878,1,0.758484,0.482598,605,151,513,365,215,122.758705
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-MT,8369,179.324205,90.698245,0.727006,0.030469,0.174687,985,706,241,248,360,0.501761,0.26729,300,193,123,719,240,492.415782
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,US-HI,7992,23.825682,387.03841,0.013661,0.715974,0.184386,256,398,942,449,73,0.918749,0.364458,621,242,970,483,507,860.459728
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,US-VI,426,631.036102,823.460403,0.146363,0.630039,0.178542,315,913,26,827,900,0.477785,0.250777,459,196,370,467,615,380.177782
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,US,US-FL,3941,964.385839,610.217875,0.37105,0.617581,0.700452,512,765,821,675,495,0.876705,0.789845,402,637,256,496,664,895.309159
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,US-ND,528,525.09783,161.03213,0.036884,0.586898,0.368963,328,671,632,111,481,0.494212,0.591753,227,24,428,478,198,650.70851
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,US-MI,5525,655.394956,8.629576,0.498419,0.704712,0.32495,28,275,759,462,560,0.32232,0.083491,140,27,375,623,71,904.213494
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-PR,2203,531.065607,574.145666,0.947767,0.740231,0.422682,62,922,235,972,591,0.536602,0.271234,975,258,566,828,504,311.098938
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,US-SC,7746,843.951765,532.943637,0.13472,0.967052,0.606104,684,305,734,654,373,0.998898,0.345739,575,15,548,27,642,488.186726
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,US-OR,8223,28.84195,158.756711,0.622243,0.162601,0.865372,137,370,994,405,484,0.377632,0.269717,117,234,385,345,755,767.76402
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,US-ME,174,294.458604,39.126221,0.037296,0.861353,0.66063,319,208,605,783,495,0.104143,0.444074,945,445,264,791,518,750.825707
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-OK,4383,352.03745,331.928433,0.250695,0.505762,0.93775,264,754,544,231,493,0.665192,0.318151,878,915,400,662,148,442.874542
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,US,US-AZ,9022,33.961763,630.874954,0.130805,0.667405,0.503191,612,769,352,44,166,0.995155,0.232992,464,382,11,233,261,844.599993
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,US-WI,7136,695.814063,460.108077,0.150137,0.301006,0.800565,711,748,730,997,892,0.885854,0.038106,978,173,358,861,234,182.885337
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,US-NE,7097,343.432658,244.601173,0.629934,0.820077,0.303732,122,821,269,772,451,0.988584,0.399665,895,678,942,947,111,251.666438
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,US,US-AK,8200,529.692159,305.378866,0.823664,0.300252,0.575379,595,475,724,779,269,0.942254,0.219463,293,914,620,479,760,53.849073
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,US-SD,8141,756.543427,703.330249,0.487893,0.662812,0.94775,712,629,631,158,977,0.544049,0.276393,886,358,826,888,160,624.000633
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,US-IA,1845,948.009464,53.815237,0.332931,0.426752,0.309968,78,838,785,728,12,0.854172,0.276342,304,24,683,521,782,727.665686
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,US,US-GU,9136,497.572735,726.232447,0.046898,0.386939,0.922747,340,355,699,911,555,0.549852,0.847482,288,550,336,145,517,495.37631
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,US-IA,5040,752.207409,391.716359,0.822772,0.253204,0.350412,746,599,495,146,251,0.84042,0.740732,696,726,299,513,604,722.385259
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,US,US-IA,2030,209.772881,263.214252,0.311289,0.1595,0.848047,701,279,914,196,679,0.650557,0.373878,762,134,862,330,972,557.8757
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,US,US-ID,2305,621.965337,976.710554,0.820575,0.960101,0.954886,647,910,530,81,225,0.420597,0.214696,891,604,983,195,521,116.239607
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,US-KS,892,486.112855,31.706581,0.099811,0.737919,0.737066,186,98,270,121,289,0.729654,0.970388,240,852,976,704,559,717.126274
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,US-MO,3124,591.678767,413.852505,0.339504,0.421983,0.748143,51,361,650,180,983,0.719836,0.738351,1,708,803,88,171,468.525764
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,US-NC,905,449.497522,686.833464,0.1739,0.191195,0.798162,529,117,659,287,287,0.63741,0.848839,829,381,139,422,305,899.029304
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,US,US-MT,7846,16.719958,842.632444,0.403451,0.566316,0.480047,583,798,898,179,298,0.377668,0.766764,727,365,532,364,627,402.452285
